DONE32d1fbd42cc406f8f2e3029b5873dd8efaa50b7f3ca573a882c9faf290f8b
,R0003,R0013,R0027,R0028,R0059,R0064,R0090,R0002,R0004
NA21144,0.9199990800000001,2.314740275147521,1.237019552378437,5.813835189325672,1.0,0.9935317013934323,0.8524227620045698,0.9976989115724252,0.9956570778794285
NA20845,0.9199990800000001,2.3566658015736013,0.8252179030581082,6.812747062479439,1.0,1.0839436544818943,0.9319058168614222,0.9990947010305975,0.9844788146769063
NA20850,1.010988,2.9305886052326406,0.8496373594126504,7.169385922170669,1.11,1.3440827464875145,0.9040743875831664,0.9988807468315933,0.9869713177512845
NA20852,0.9199990800000001,2.545199065699489,1.239069363313735,7.711857430659855,1.0,1.619408570246975,0.9766256844898562,0.9981939129416839,0.9932230676836347
NA20866,1.0222212000000002,2.143278032544001,1.267243692888408,5.925649806277787,1.0,1.091554136436014,1.0149113057561852,0.9992911963200931,0.9943967073338875
NA20870,0.9199990800000001,2.545199065699489,1.3258234283376626,7.522797647672307,1.11,1.2310131295219982,1.3016790090152481,0.9978718577127123,1.0057593818328723
NA20871,0.9199990800000001,2.877785206940161,0.8934561579908255,7.3459715404710115,1.0,1.0681406231544726,0.7470133588623018,0.9982896842597682,1.0056875430059822
NA20883,0.7999992000000001,1.5667237080000007,1.5864682621250783,5.70889103048665,1.0,1.1907399728307042,0.809511750069103,0.9965016335929742,0.9939753613569783
NA20887,0.7999992000000001,3.481832321876901,1.0767147666744137,7.130704975182484,1.11,1.4466104759982124,1.0883199030168669,0.9972130408014719,0.9813709071484904
NA20889,0.7999992000000001,2.7135079678080003,0.9605993874261257,6.13477945224008,1.0,1.1485383044671746,1.2537292667997266,1.000083955324051,0.990592153318094
NA20890,0.9199990800000001,3.1367858755647755,0.9067543504333785,7.105937665360008,1.0,1.0349659544585412,1.3997455780474797,0.9987521991516968,1.0089320952012535
NA20891,0.7999992000000001,2.335045014403201,0.8498585731344162,4.985188177632028,1.0,0.992150570752337,1.1100987998488283,0.9981317273980074,0.9948987657147158
NA20895,0.7999992000000001,1.5243798240000006,1.0533736147511834,7.428192322934527,1.0,0.9442719582751865,1.35101057003016,0.9974796314755343,0.9939280293772538
NA20897,0.9199990800000001,2.545199065699489,0.9914669115279566,7.639783996728457,1.17,1.2216143112081814,1.4210226346695145,0.9983836277390284,1.0216841570140442
NA20898,0.8888880000000002,2.335045014403201,1.3227718358375269,5.987077398777585,1.0,1.1956561231398064,0.9176072846807641,0.9960414159330089,0.991257489946087
NA20901,1.010988,2.0019247380000005,1.3784662436260402,5.119263430677469,1.0,1.0596633166215004,0.9332697613320936,0.9962499590319217,0.9785943242608529
NA20903,0.9199990800000001,2.545199065699489,0.8650326296062945,5.9953927840536645,1.0,1.1460258769261527,1.1892692286174682,0.9985725098347376,0.9808103119894355
NA20904,0.7999992000000001,3.481832321876901,1.322264050335388,6.65441263442817,1.2987,1.3287488502835598,0.9283766930023684,0.9994357892267928,0.9973416397143199
NA20909,0.9199990800000001,2.143278032544001,0.822564823551365,6.254306250245501,1.2987,1.0607914599201453,1.1243065156334378,0.9969957617822461,0.9835697730988612
NA20911,0.9199990800000001,2.5125073776000004,1.0829864089824706,6.381874735733082,1.2987,1.148133751135509,1.065321693277044,0.9971778098870981,0.9956333715666289
NA21090,0.828828,1.6395780000000002,0.8672482554622049,5.113583726615819,1.0,0.9983545681222229,1.0912855074150183,0.9963031103850357,0.9906959331879703
NA21094,0.7999992000000001,2.336173055472961,0.9104484952215716,5.956482143090954,1.0,1.3610939233137573,0.8625211283955222,0.997139140081443,0.9912622083429689
NA21098,0.8888880000000002,2.313817332454081,0.9989271060107265,6.756454877068099,1.0,1.2769966746840962,1.3360121157155005,0.9966476616758307,1.0025556400949092
NA21099,0.9199990800000001,1.4506701000000006,1.1291567023983011,6.772975198169712,1.2987,1.1788937207920989,1.3491665811198363,0.9997076407452984,0.9961265711535651
NA21100,0.8791200000000001,1.5105218256000006,1.0490066657442998,7.20604827303347,1.0,1.0729336510700895,1.0832495039823664,0.9997003539028619,0.9857313756366456
NA21104,0.7999992000000001,2.182097964420001,1.093270113635665,5.362743057673877,1.0,1.263610357191741,1.4298922890453614,0.9984801361646627,0.991257489946087
NA21105,0.9199990800000001,1.5667237080000007,1.64654753331491,7.7933965231848035,1.0,1.3496703020156555,1.2817042601368003,0.998021270271994,0.9893994856986641
NA21109,1.14885,1.5812304090000007,0.7296039690058278,6.874917521314479,1.0,1.2311902352602053,0.9515115352877466,0.9965115089730955,0.9894418329028757
NA21112,0.9199990800000001,2.3566658015736013,1.3103186423260187,7.447782934680992,1.0,1.1067594640268998,1.0867935356309064,0.9995930948083817,1.0062144701907005
NA21113,0.7999992000000001,2.3566658015736013,0.8145591973916516,6.35341939078952,1.0,1.2193517597776462,0.9783010711802668,0.998330035944308,0.9913282979974732
NA21115,0.9199990800000001,2.123122343760001,1.0531925455173201,7.342011447996365,1.17,1.10918029403372,0.9193765302834634,0.9974822349007699,1.005160891758717
NA21116,0.9199990800000001,1.5680304000000005,1.2926801379483925,6.995516537245879,1.0179,1.135473224680323,0.8545170596092413,0.9974943843083808,0.9927691294550399
NA21118,0.7999992000000001,2.9305886052326406,0.9838004900111865,6.088626597564663,1.0,1.1734492042999964,1.0423310592409532,0.9990219565965338,0.9897481125444888
NA21119,0.7999992000000001,1.6920616046400008,1.137360167658768,6.636547716117039,1.0,1.0436690065146799,1.0681307634360564,0.997598787533968,0.9861792951378082
NA21123,0.8791200000000001,2.3566658015736013,1.2004155872789626,7.3446261244379585,1.11,1.2429647133037656,1.0876008260196202,0.9968268451313925,1.014291663097032
NA21097,0.9990000000000001,2.9305886052326406,1.7063141763089962,4.942585753953477,1.0,1.1422786176424935,1.227507291912568,0.9979146773128147,0.9946666530661868
NA20862,1.010988,1.6920616046400008,0.8470780835896352,5.024023400042977,1.0,1.242964713303765,1.010324657444377,0.998461714376092,0.9863558370316661
NA18488,0.9199990800000001,1.5382378224000006,1.2095970175325006,3.5184220185491197,1.11,1.161547638012919,1.4193893016607892,0.9995685970810105,0.9858909784658616
NA18519,0.7999992000000001,1.5243798240000006,1.0759427588445492,4.472151540752376,1.11,1.2197377915289058,1.2497615084320903,0.9995499043234637,1.0024840301031186
NA19185,1.010988,1.7248334400000005,1.2226276327550416,4.025478277983789,1.0,1.3703531868391563,1.3584202999201687,0.9990532044939755,1.0107478475710072
NA19146,1.1233199999999999,1.4242942800000005,1.3583246239435516,8.018917456729861,1.0,1.1247144092936063,0.916684430198545,0.9999482764377096,0.99560966581827
NA19097,1.0222212000000002,2.42237812032,1.3203719123981266,5.468985038267405,1.2987,1.5519567052339287,1.4044806482863368,0.9989943759790807,0.9988863305905747
NA18869,0.8791200000000001,2.1227681949120005,1.2810248294086626,4.17734217396143,1.17,1.0009883605911065,0.9347558020143196,0.998985185273099,1.007576175079587
NA19149,1.0222212000000002,1.6920616046400008,0.9767408364790817,5.031018598954472,1.11,1.1503789107243334,1.1058362951027378,1.0000456703428584,0.9924666192339962
NA19113,1.1233199999999999,1.6920616046400008,1.0177025537061999,4.765154415849381,1.11,1.4386638657518513,1.1712556666869365,1.0004886623565676,0.991942159849983
NA19235,0.7999992000000001,2.4668254252799997,1.2871455374932759,4.179580879207827,1.0,1.1062358457265895,1.1551410211298792,0.9992862788202155,1.0120722888660778
NA19256,0.7999992000000001,2.314740275147521,0.9974099306161778,5.842647097371503,1.2987,1.1156849435755045,1.2533966429575012,0.9998136003745693,0.9922775921958711
NA18518,0.7999992000000001,1.6920616046400008,1.0959836756472,4.429961431877354,1.11,1.2234513252099986,0.8627607936167593,0.9987891037272633,0.9987912111744954
NA19198,0.9199990800000001,3.481832321876901,1.1084251828010894,5.433983709486484,1.2987,1.1585926474655581,1.2607688827548407,0.9997365507088607,0.9942357275386362
NA19122,0.9199990800000001,2.594494460448001,1.4579725137176902,4.208095776794946,1.0,1.4640525500418329,1.0443169882891405,1.000935280101914,0.9866893803224824
NA19109,0.7999992000000001,1.5523500960000005,1.0481204257685446,4.100720862618999,1.17,1.2343748311899196,1.4504919852859874,0.998446288261772,0.9939990281920847
NA19236,0.7999992000000001,1.8628201152000006,1.3589157141253867,4.514356815015205,1.0,1.2226817242241255,1.0879033320969518,0.9996507540005872,1.0037068534499816
NA19108,0.7999992000000001,1.4373612000000004,1.0793090178786313,4.056741237982925,1.11,1.2246411500642282,1.3379897749804306,0.9991442643507652,0.9888060240635392
NA18874,0.9199990800000001,2.1043093410432006,1.065278000646209,5.294828937635968,1.0,1.0919557371782584,1.1101072471221638,0.9999922244402298,0.9962546513802792
NA18930,0.9199990800000001,1.4242942800000005,1.0330831585135372,5.680847531891118,1.2987,1.1542464814311235,1.275642023515193,0.9983008152518028,0.9975791250556401
NA18934,1.010988,1.9484345750400003,0.9474534922201537,4.9757326802846435,1.17,1.0600531842059648,0.9749572009539547,1.000617139352178,0.9933129385724965
NA19179,0.9199990800000001,1.9474937568000004,1.3268553466287063,5.049248546979474,1.17,1.0843424552025007,1.2250002228850956,0.9983768088021376,0.996368509867589
NA19186,0.9199990800000001,1.7091531360000005,1.386682979695393,5.6733547262749475,1.17,1.2398433595211409,1.501887780020052,0.9986531677936847,0.993147396900823
NA19182,0.9199990800000001,2.0304739255680007,1.0367154326050498,4.090469060462452,1.17,1.1523290059651976,1.2484013938161669,0.9994114922386641,0.9981255689442482
NA19174,0.9199990800000001,2.163881952,1.0318053809519867,4.062034816745236,1.17,1.2440901953528343,1.2229379692494302,0.9978940506296121,0.9924618851795131
NA19095,0.9199990800000001,2.903946890639616,1.0571877933234055,5.418364490195735,1.11,1.2181763777346373,1.0522194232682258,0.9992156777416255,0.9982444028666799
NA18925,0.9199990800000001,1.9484345750400003,0.8135554053269004,3.7288696906866377,1.2987,1.2783169772840592,1.167084010362375,0.998981429095864,0.9974413788651657
NA19178,0.9199990800000001,1.8032349600000004,1.0322543826261767,4.430355731960296,1.11,1.0218364991381963,1.2915561699677682,1.0015421178426815,0.9902667279197176
NA18484,0.9199990800000001,1.6920616046400008,1.026900515268982,4.061666378213105,1.2987,1.2594786218293468,1.324871739280274,0.999396701058034,0.9872721924599114
NA19096,0.9199990800000001,1.8032349600000002,1.224241206176853,4.650623661691623,1.2987,1.5670242460614423,1.666202051620731,0.9976391312446802,1.0014295908922033
NA18924,0.7999992000000001,2.2948845350400005,0.9573796039539482,4.398854352360759,1.17,1.127716153410601,0.8083109915136968,0.9983627617392591,0.988622320970814
NA18868,0.9199990800000001,2.1036441571200006,1.216973587938229,5.512412699409168,1.17,1.044404429806693,0.8735126604776569,0.9991151337252621,1.008012882675952
NA18909,1.0222212000000002,1.6920616046400008,1.0003653277927846,4.563688342560247,1.11,1.2278082604846252,1.0090661031123984,1.000903163606845,1.0179012403361754
NA18933,0.9199990800000001,3.194341579703578,1.0009257565478509,4.045872233156631,1.11,1.2129779010159976,0.8560474696422586,0.9990109224599593,1.0086130708745267
NA19175,0.9199990800000001,2.0304739255680007,1.0945428331330846,5.626763124434035,1.0,1.116975999568595,1.3599026501475624,0.9996055458175154,0.9812774850850906
NA19247,1.1233199999999999,2.3369925081600003,1.1667633503169366,5.309684904905826,1.11,1.3859647227395586,1.317202145665538,0.9995681852588333,0.9930291697408332
NA19147,0.7999992000000001,2.1227681949120005,1.0536362105910761,5.001718216986071,1.11,1.2549021857501426,0.8916949007809383,0.999656751923105,1.0008146176208501
NA18486,1.0222212000000002,2.335045014403201,0.9126814755898867,4.512734550428527,1.17,1.1504852795556533,1.0552116542388994,0.9999368129963828,0.9917532426189001
NA18499,1.0222212000000002,2.313817332454081,1.3745654618385288,5.760525878695441,1.0,1.001024047410242,1.2343245689598126,0.998163488454889,1.0072691529508782
NA18487,1.010988,1.7091531360000005,0.9741152452117476,5.454168514927397,1.17,1.2925492513226469,1.3942540569474837,0.9991489843194186,0.9846711021656748
NA18916,0.9199990800000001,2.1227681949120005,1.1282184896368235,5.117896471149918,1.17,1.1921570764626357,1.1397669099272962,0.9989043007173029,1.0015583529719971
NA19123,0.9199990800000001,2.594494460448001,1.0537496838692733,5.501473090493727,1.0,1.449975121676046,1.0558749179304916,0.9998212759730422,1.0055869792799519
NA19190,0.828828,1.6920616046400008,1.290408392746374,4.4721515407523755,1.11,1.2038306511790542,1.098931411593268,1.000930794920973,1.0030809263278275
NA19248,1.1233199999999999,1.9655261064000007,0.8149194031752275,4.55653175850242,1.17,0.9691018755019027,1.2603920174573693,1.0006529330680547,0.9993621085393197
NA19151,0.9199990800000001,1.4242942800000005,1.0968145258056252,4.837517883610068,1.2987,1.1305425096848132,1.1300941981295025,1.0004207554927707,0.9922492432300289
NA18917,0.828828,2.35863132768,1.1064320627679982,5.25958457839513,1.11,1.2004163406883686,1.3422642731423298,0.9994705142270929,0.999000499833375
NA18489,1.0222212000000002,2.547321833894401,1.1003099269984389,6.079599329802705,1.17,1.091955737178259,1.0862097807875712,1.000742598589906,0.9996238807505858
NA19181,0.9199990800000001,2.1227681949120005,1.2708746877185622,4.525729178112944,1.11,1.1296278312789194,1.178174837690339,1.000657958359703,1.0089925724035236
NA19257,0.7999992000000001,2.6641714593024006,1.0602072636101674,3.729195413056544,1.17,1.253770963827892,1.3871636917451415,0.9995171336175136,1.004323609947267
NA19117,0.9199990800000001,2.142423455976001,1.2086651605701015,3.7801793396649543,1.17,1.32570251216798,1.2704132447005285,0.9981449327681142,1.0094971948348201
NA19214,1.0222212000000002,1.5523500960000005,0.8314550610522553,5.679330616662306,1.2987,1.2023341077904581,0.9442671859763464,0.999438163889049,0.9894889314550586
NA19249,1.1233199999999999,1.8458853868800005,0.9495875129205662,3.6789350471669193,1.17,1.072928324095106,1.6388003675593408,1.0005446362604986,0.9951356793142773
NA18485,0.9199990800000001,1.8458853868800005,1.2512886435767998,6.503434254508952,1.17,1.344251221375553,1.1918050547899666,1.0003627627825098,0.9905025285947454
NA19237,0.7999992000000001,2.4668254252799997,1.439205384513958,4.740480633197518,1.0,1.0636883131986439,1.1637217955342873,0.9983668849859796,1.009333770468536
NA19121,0.8888880000000002,2.314740275147521,0.8241292284645275,5.970976041409944,1.0,1.2148440208637143,1.4506451765374047,1.0002255174252321,1.00750420648379
NA19115,1.1233199999999999,2.0304739255680007,0.9427238943771763,3.833112802171126,1.11,1.5959577817407211,1.4670069922135685,0.9999249044198143,0.986637679153536
NA18520,1.1233199999999999,1.6920616046400008,1.0024415577183923,3.6850475041507895,1.0,1.1221721468727235,0.9950632047329359,0.9989786419415648,0.9990052570850823
NA19114,1.1233199999999999,1.8800684496000009,0.9126182830654407,4.644173420829358,1.0,1.327997414540171,1.6064463624228444,0.9994700224877209,0.9844319546006064
NA19213,1.0222212000000002,2.1620787170400004,1.216973587938229,3.8367812468257707,1.17,1.1404896373489088,1.076717627244434,1.0006531662202152,1.010805562920861
NA19215,1.0222212000000002,1.5382378224000006,1.0256835970823681,5.789073599177325,1.2987,1.22523570984361,1.1663922751630162,0.9998837497575831,0.9940226955907052
NA19224,1.161615,1.4242942800000005,1.1152484570306738,4.12980049373613,1.11,1.3302486044862238,1.5481804676765258,0.9999584654625828,0.9903865673472014
NA19197,0.9199990800000001,1.6920616046400008,1.1648413807122204,4.883589482501595,1.0,1.0084384833383262,0.9762051071307167,0.9988425004200293,1.0012436326705638
NA19184,0.9199990800000001,2.547321833894401,1.1585981645554555,5.146824834695356,1.17,1.3776037328012678,1.4662710476061298,0.9998247203632707,0.9888295579269638
NA19183,0.9199990800000001,2.802054017283841,1.2685926217158472,3.7552997809479405,1.17,1.1187660252089298,1.0844840603804018,0.9985990123008347,0.9952494198706464
NA19191,0.9199990800000001,1.6920616046400008,1.0598373867903816,5.2756853688370615,1.11,1.354671210536526,1.292022785571842,0.9984865763823106,1.0032242367053792
NA18911,1.1233199999999999,1.9835584560000004,0.9915270370735003,5.073243442987095,1.11,1.3464054701277575,1.2673893909847616,0.9996875978077302,1.004682358139175
NA19225,1.161615,2.1043093410432006,0.8237335050374279,4.546377650890697,1.11,1.172824799547025,1.3636142980287767,0.9998820429574791,1.0088292297289978
NA19258,0.8791200000000001,2.1043093410432006,1.37145828594589,4.472151540752376,1.2987,1.2236503400722667,1.3752768761377203,0.9998905569893233,0.9983917745826698
NA19189,1.0222212000000002,1.6920616046400008,1.0066537738748864,4.97662695287276,1.2987,1.1596891617920988,0.9989904461852325,0.9972981465937863,1.0014105138402063
NA18498,0.8888880000000002,2.903946890639616,1.1632287194228135,4.033497758761958,1.2987,1.0499574395944793,1.2281455388940736,0.9990516309864176,0.9996667225492721
NA19199,0.9199990800000001,2.335045014403201,0.8969125965510218,4.478385756717997,1.17,0.953268092485715,1.4177647692787334,0.9985285236844814,0.9953062900472633
NA19118,1.0222212000000002,1.7091531360000005,0.9698970580948673,5.432523716684511,1.2987,1.0134978673156656,1.4049286377038528,0.9994117620798034,1.0018397903413185
NA18867,0.7999992000000001,2.4199557421996802,1.33607095265818,4.829055753201422,1.2987,1.0282152439991845,1.2298402671471576,0.9998267450103795,0.9969142906175504
NA18935,0.9199990800000001,2.123614931328001,1.1523346947225122,4.6883954258988645,1.11,1.1778368713399612,1.1731074190336066,1.0003699504147818,0.9943114812445182
NA18497,1.0222212000000002,2.42237812032,1.1374349927068237,5.5985174969165366,1.11,1.041065009306652,1.407849019086328,0.9974292899489129,1.0075569809362765
NA19107,1.0222212000000002,1.4112273600000005,1.0224118790693462,4.861907784645439,1.17,1.186898876144154,0.8427826218301252,1.0007690015301776,1.0072643583611212
NA18875,0.7999992000000001,1.9484345750400003,1.2125817661180256,6.356258535919154,1.2987,1.2004163406883686,1.3552239625378955,0.9994486760349401,0.996463408523471
NA18910,1.0222212000000002,1.8032349600000002,1.0547123781318688,5.870269901546218,1.11,1.2345524205758163,1.4525444400191803,0.9990053070353463,0.9931237503428162
NA18923,0.9199990800000001,2.957723684910721,0.7953317642475773,4.24058579770107,1.2987,1.1062358457265895,1.2583559927895336,0.9998095651350213,1.002006770874878
NA19180,1.0222212000000002,1.9474937568000004,0.9912157223633847,4.948412962091571,1.17,1.1072714925717562,1.1854506666317737,1.0004469498523336,0.985168191100779
NA19150,0.9199990800000001,1.5667237080000007,1.1484396211566676,5.926714804445702,1.2987,1.1463048812140726,1.1520086978084771,1.000422825365455,0.9955812216564444
NA19148,1.010988,1.9474937568000004,1.2651062673984057,6.010534866985953,1.0,1.1542464814311235,0.8275118187457324,0.9998110418548396,1.014581487624641
NA19649,0.9199990800000001,2.802054017283841,0.9408369495363454,9.4622718537775,1.2987,1.2935097115799046,0.9531925885874284,0.9989492724012261,0.9941410410369882
NA19650,0.9199990800000001,2.2929721312608007,0.9415450180917602,10.330041771971405,1.2987,1.3577598338024452,1.3113253069122486,0.9985273853626132,1.0121445534073161
NA19669,0.7999992000000001,1.9484345750400005,0.9798857995459226,7.070771685218307,1.11,1.2934471885581387,1.256864314230689,1.000218035766343,1.001930430887214
NA19671,1.0454535,1.6920616046400008,0.9613543783849974,9.599544086713395,1.11,1.3085560109489294,1.1465418449658378,0.9997546950921702,1.0063055065317854
NA19675,0.94185,1.844347149057601,0.8139621362615688,4.564102320094947,1.17,1.0945685783006542,0.9271013481032618,0.9988372864757855,1.004342732450846
NA19676,0.9199990800000001,2.1036441571200006,0.8540281890877216,6.599543903062148,1.11,1.0855585401989898,1.2271395902872757,0.9993796075230434,0.9977216493897163
NA19677,1.0454535,1.5667237080000007,0.9475365821127927,6.476187942257247,1.11,1.1741401170792276,0.7506545279294361,0.9986939636088379,0.9959178746179673
NA19651,0.9199990800000001,1.844347149057601,1.0660955093073476,8.56190845613104,1.2987,1.1512633992110342,1.3076222092268024,0.9951002829676918,0.9886930099938659
NA19653,1.010988,1.6920616046400008,1.108750303579444,9.838838982984582,1.129869,1.3013409151492108,1.0217509411258376,0.9961808117220504,0.9905779978573641
NA19656,1.0454535,2.049274610064001,0.829943617540059,5.214687425621157,1.2987,1.1374482384205016,1.1419976267275858,0.9996773820523657,1.0048737382134327
NA19657,1.14885,1.9478186640000004,0.8719178266756358,7.860162381249472,1.17,1.0155703787336516,1.091964286870721,0.9983186750131428,0.9951119854158298
NA19659,0.7999992000000001,1.9308811104000005,1.007436010564132,6.346844975019573,1.2987,1.3081956987539332,1.1897723289158146,0.9981424773345998,0.9926793077678012
NA19660,0.7999992000000001,2.273033243162881,0.8706722462915788,6.8992379509615835,1.2987,1.1857826264923752,1.139022693341684,0.999068377230206,0.9969142906175504
NA19661,1.0454535,3.194341579703578,0.866837476775552,5.899866753773825,1.11,1.158624980404691,1.1906789016873955,0.9982520294830515,0.9985067260447315
NA19662,0.9199990800000001,3.481832321876901,0.805464398101917,7.383511384057926,1.11,1.3810563737356063,1.2207372057507335,0.9987649333234161,0.9853465226818895
NA19678,1.14885,1.5523500960000005,0.903626479419231,5.2312075717079,1.2987,1.1492970072156867,1.1046094899111136,0.9983998915407926,0.9967196820379277
NA19680,0.9199990800000001,1.6920616046400008,0.960119936481821,6.2265389739616195,1.11,1.1723934566876177,1.1406997779530816,0.9979232594159425,0.9967671369916458
NA19681,0.9199990800000001,2.2929721312608007,0.6426316388351959,7.20668966584816,1.17,1.3224525529208142,1.0872382028357306,0.9973183620321006,0.9901488436829572
NA19682,1.0454535,2.3566658015736013,0.9457882061312811,6.200431892309787,1.0,1.0627046761948007,0.9803095746819328,1.0014195065469977,0.9974128723979172
NA19684,1.0454535,1.844347149057601,1.0712579724305786,5.820769693255985,1.2987,1.1413487701398142,1.1632013823325311,0.9976592438523005,1.0031573539750787
NA19686,0.9090900000000002,3.194341579703578,0.8386909749534647,6.928892570224489,1.11,1.6167630102844606,0.9356919682316291,0.9965452514240458,0.9905732827173164
NA19664,1.0454535,1.4114628000000005,0.9717061518369536,8.625639782821064,1.17,1.4246431646317752,0.8825576813263865,0.9987354202556941,0.9969855027486402
NA19665,1.14885,1.5243798240000006,1.085883737647817,8.339522879746953,1.11,1.3426696492065333,0.9381872082185264,0.999986641389227,1.000766960964264
NA19719,1.0454535,2.313817332454081,0.7331482564264322,8.561131865794883,1.2987,1.1884009282178414,1.7085187540454658,0.9975846217317624,0.9999333355221751
NA19720,1.0222212000000002,2.802054017283841,0.7527038037713119,7.190110977103892,1.2987,1.2245776613318158,0.9739691226801014,1.0000355782328902,0.9972704021452752
NA19721,0.9199990800000001,2.802054017283841,0.8937932668447076,9.157150003094578,1.2987,1.261380384566155,1.2457365685156174,0.9990574334951409,1.0018397903413185
NA19723,0.9199990800000001,2.0304739255680007,0.7570017433451246,5.760545230489279,1.11,1.0993651761354883,0.839054003364153,0.9986999757645955,0.9872298393913347
NA19724,0.7999992000000001,3.2239188165526858,0.7454117333899922,5.869757169438474,1.0,1.328097457329849,0.8184220568346028,0.9975905474020148,0.9966105173096697
NA19725,0.9199990800000001,2.957723684910721,0.9631783771408906,8.766783619478819,1.0,1.0528194731136233,1.0740451909342026,0.9977169800633234,0.9978594342854197
NA19726,1.14885,2.123122343760001,0.6628586067709961,5.455757686197913,1.2987,1.0095694423850605,0.9458695831318815,0.9983884998630197,0.9966532329518312
NA19727,0.9199990800000001,2.664615932352001,0.6699071377838255,5.587619516153931,1.0,1.0612420288985325,1.000202314947918,0.9967958044267414,0.9976978939200544
NA19728,0.9199990800000001,2.664615932352001,0.7803407372251513,8.903607913832339,1.11,1.1939487037048588,0.891627855281946,0.9978890412140515,1.001858865552522
NA19729,0.7999992000000001,1.9835584560000004,0.8078323798979354,7.233711088650951,1.2987,1.0993676188395964,1.138312467496164,1.000463949591335,1.0087763886378647
NA19730,0.9199990800000001,1.9835584560000004,1.0910856276076522,7.998908108922587,1.11,1.0870547015085932,1.10456166363994,0.9992617886121984,1.012241015379596
NA19733,0.9199990800000001,2.664615932352001,0.739796946747584,5.543105985417274,1.11,1.2179035498784823,0.8510572478182141,0.9988820253997676,1.005491211736568
NA19746,1.0222212000000002,2.1620787170400004,0.7697249251045587,4.558989434747566,1.2987,1.2600775748320447,1.101286300174047,0.9971065740489342,0.9848117232391698
NA19747,0.7999992000000001,2.6403921511488,0.9577715003386046,7.27600920158468,1.11,1.3534110064001854,1.086704861170536,1.0005067223404116,1.0091175035076132
NA19755,1.161615,2.123122343760001,0.5358152822864207,5.76429723387383,1.11,1.0387876795987936,1.1698927860358308,0.9985485943095166,0.9888060240635392
NA19756,0.9199990800000001,1.707728841720001,1.0832753217814652,7.12150121357553,1.11,1.0642564744945844,1.1609187674225243,0.9960306487834992,0.9974603703298175
NA19757,0.9199990800000001,2.123122343760001,0.5928832810139417,4.247794793557163,1.11,1.1037672524637567,0.9448175779394565,0.997840644769176,0.993946963886564
NA19758,0.9199990800000001,2.142243132480001,0.8852604491919416,8.861780082441467,1.11,1.1779084609112431,0.7207797602887377,0.9975737281671722,0.9917721356981279
NA19759,1.0454535,1.7869896000000003,1.0489926100119389,3.2406290584486883,1.11,1.032707100192858,0.9926671256446338,0.9993035536314319,0.9970377262169948
NA19771,0.7999992000000001,1.5523500960000005,0.7658654736065162,8.321787514116407,1.11,1.2667773004428482,1.1328497381058398,0.9975654583152442,1.0049933755532383
NA19772,0.7999992000000001,2.545199065699489,0.7103347204365927,6.6017677085924715,1.0,1.246359052851958,1.072585658621816,0.9958304269088449,0.9940226955907052
NA19774,0.7999992000000001,3.0542388788393873,1.1233326703248094,10.526839835923413,1.11,1.2027047975370355,0.9427813606430747,0.9976751765976475,0.9961550308962484
NA19775,0.9090900000000002,2.335045014403201,1.2934674399796884,8.476578552041266,1.11,1.2440861852255434,1.0147017726594758,0.9978575183971451,0.9986437804980278
NA19776,0.9199990800000001,3.481832321876901,0.8745437180639833,11.714267369415573,1.11,0.9723854237797239,1.160744480113182,0.9987570630867503,1.001119676370076
NA19777,0.9199990800000001,1.5523500960000005,1.06094218831973,5.226379898100264,1.11,1.1266789080983175,1.0207353831799104,0.9985837837820148,1.0083297408349154
NA19778,0.9199990800000001,1.844347149057601,1.016389302993496,12.422672237069541,1.11,1.2268061720308163,1.223396932357458,0.9989923180527858,1.0023169700361636
NA19779,0.9990000000000001,1.5667237080000007,1.0482356618576119,4.878205877705614,1.11,1.30490404890085,0.9291507422141758,0.9998975862446468,1.0079888821749428
NA19780,0.7999992000000001,1.9478186640000004,0.8583759883341784,6.9373417635473675,1.0,1.4208874748582287,0.9431865470732467,0.9990892929456179,0.9954247883145628
NA19781,0.7999992000000001,1.4373612000000004,0.6782298634446099,7.344745226483219,1.11,1.3853652879867733,0.823205228658626,0.9991172208789565,1.004108416498617
NA19782,1.0222212000000002,2.9044313662636805,0.9984647752912144,4.768070655675613,1.11,1.1675640084019583,1.170492146309113,0.9979224411192054,0.9949935243854988
NA19783,0.9199990800000001,2.142243132480001,0.686873333767197,7.790451645042644,1.2987,1.1342012233083887,0.8058600271430437,1.0003848180234658,1.00010476748773
NA19784,0.9199990800000001,2.523066899910798,0.8923109757316566,5.955952018300719,1.2987,1.08757464724942,0.6209587349092817,0.9986847656797896,1.005113027136717
NA18596,0.9199990800000001,3.2239188165526858,0.839205081904402,9.23653639637061,1.11,1.1588484631254905,1.1429173949850602,0.9984241729214153,1.000695479733956
NA18534,1.0454535,2.3566658015736013,0.8414088213817639,6.094859205290058,1.2987,0.9421239345473702,1.4991285923839492,0.9973518226244451,0.9987959654319758
NA18597,0.7999992000000001,1.9482705792000006,1.1229731489780213,6.582447941713266,1.0,1.191073953427977,1.232207327459294,0.9973220022507654,1.0103483779072433
NA18536,0.9199990800000001,1.9478186640000004,0.8878135421917938,6.11068879913162,1.17,1.031377780978174,1.1594718907867092,0.9995637761732924,1.005113027136717
NA18955,0.7999992000000001,2.664615932352,0.9635371591713505,9.413127891972218,1.0,1.2769759669657132,1.1345337361874424,0.9979711509023089,1.0169999826434482
